mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title
4.5,Mariana Islands region,1685032681777,1690668048040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000k5bd,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000k5bd&format=geojson,,,,,reviewed,0,312,us,7000k5bd,",us7000k5bd,",",us,",",origin,phase-data,",42.0,3.232,0.73,53.0,mb,earthquake,M 4.5 - Mariana Islands region
5.0,South Sandwich Islands region,1685032444321,1690668037040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000k3yq,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000k3yq&format=geojson,,,,,reviewed,0,385,us,7000k3yq,",us7000k3yq,",",us,",",origin,phase-data,",114.0,7.674,0.6,46.0,mb,earthquake,M 5.0 - South Sandwich Islands region
4.5,western Indian-Antarctic Ridge,1685031098815,1690668037040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000k3xg,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000k3xg&format=geojson,,,,,reviewed,0,312,us,7000k3xg,",us7000k3xg,",",us,",",origin,phase-data,",46.0,16.637,0.49,70.0,mb,earthquake,M 4.5 - western Indian-Antarctic Ridge
4.7,"2 km SSW of Balucawi, Philippines",1685028383298,1690668037040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000k3xc,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000k3xc&format=geojson,3.0,3.1,,,reviewed,0,341,us,7000k3xc,",us7000k3xc,",",us,",",dyfi,origin,phase-data,",134.0,5.364,0.59,59.0,mb,earthquake,"M 4.7 - 2 km SSW of Balucawi, Philippines"
4.5,south of the Fiji Islands,1685027016060,1705608010334,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000k5be,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000k5be&format=geojson,,,,,reviewed,0,312,us,7000k5be,",us7000k5be,",",us,",",earthquake-name,origin,phase-data,",29.0,5.072,0.7,86.0,mb,earthquake,M 4.5 - south of the Fiji Islands
5.1,"72 km N of Basco, Philippines",1685022508871,1690668037040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000k3wu,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000k3wu&format=geojson,,,,,reviewed,0,400,us,7000k3wu,",us7000k3wu,",",us,",",origin,phase-data,",52.0,1.918,0.95,104.0,mww,earthquake,"M 5.1 - 72 km N of Basco, Philippines"
4.7,southeast of the Loyalty Islands,1685019554360,1690668037040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000k3x3,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000k3x3&format=geojson,,,,,reviewed,0,340,us,7000k3x3,",us7000k3x3,",",us,",",origin,phase-data,",28.0,3.407,0.94,108.0,mb,earthquake,M 4.7 - southeast of the Loyalty Islands
4.7,"130 km NE of Maumere, Indonesia",1685017266765,1690668037040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000k3vw,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000k3vw&format=geojson,,,,,reviewed,0,340,us,7000k3vw,",us7000k3vw,",",us,",",origin,phase-data,",55.0,1.159,0.71,52.0,mww,earthquake,"M 4.7 - 130 km NE of Maumere, Indonesia"
5.5,southeast of the Loyalty Islands,1685011177398,1690668037040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000k3ps,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000k3ps&format=geojson,,,0.0,green,reviewed,0,465,us,7000k3ps,",usauto7000k3ps,pt23145001,us7000k3ps,",",usauto,pt,us,",",internal-moment-tensor,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",90.0,3.132,0.78,77.0,mww,earthquake,M 5.5 - southeast of the Loyalty Islands
4.5,"Mindanao, Philippines",1685010274290,1690668037040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000k3pq,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000k3pq&format=geojson,,,,,reviewed,0,312,us,7000k3pq,",us7000k3pq,",",us,",",origin,phase-data,",27.0,1.982,0.54,128.0,mb,earthquake,"M 4.5 - Mindanao, Philippines"
4.5,"35 km NE of Puerto Obaldía, Panama",1685005320822,1690668036040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000k3ph,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000k3ph&format=geojson,,,,,reviewed,0,312,us,7000k3ph,",us7000k3ph,",",us,",",origin,phase-data,",45.0,2.213,0.86,47.0,mb,earthquake,"M 4.5 - 35 km NE of Puerto Obaldía, Panama"
4.5,Panama-Colombia border region,1685004439531,1690668036040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000k3pe,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000k3pe&format=geojson,,,,,reviewed,0,312,us,7000k3pe,",us7000k3pe,",",us,",",origin,phase-data,",67.0,2.266,0.6,70.0,mb,earthquake,M 4.5 - Panama-Colombia border region
4.5,"41 km NE of Puerto Obaldía, Panama",1685000113141,1690668036040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000k3pa,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000k3pa&format=geojson,1.0,2.0,,,reviewed,0,312,us,7000k3pa,",us7000k3pa,",",us,",",dyfi,origin,phase-data,",29.0,2.159,0.7,73.0,mb,earthquake,"M 4.5 - 41 km NE of Puerto Obaldía, Panama"
4.6,"43 km NE of Puerto Obaldía, Panama",1684997310578,1690668036040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000k3p5,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000k3p5&format=geojson,,,,,reviewed,0,326,us,7000k3p5,",us7000k3p5,",",us,",",origin,phase-data,",33.0,2.143,0.41,77.0,mb,earthquake,"M 4.6 - 43 km NE of Puerto Obaldía, Panama"
5.0,"40 km ENE of Puerto Obaldía, Panama",1684984496885,1690668036040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000k3n8,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000k3n8&format=geojson,,,,,reviewed,0,385,us,7000k3n8,",us7000k3n8,",",us,",",origin,phase-data,",50.0,2.16,0.71,76.0,mb,earthquake,"M 5.0 - 40 km ENE of Puerto Obaldía, Panama"
6.5,"45 km NE of Puerto Obaldía, Panama",1684983932956,1690668035040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000k3n3,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000k3n3&format=geojson,124.0,6.4,6.457,green,reviewed,1,729,us,7000k3n3,",at00rv71xa,pt23145000,us7000k3n3,usauto7000k3n3,",",at,pt,us,usauto,",",dyfi,finite-fault,ground-failure,impact-link,impact-text,internal-moment-tensor,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",113.0,2.12,0.62,87.0,mww,earthquake,"M 6.5 - 45 km NE of Puerto Obaldía, Panama"
4.6,southern East Pacific Rise,1684978777204,1690668048040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000k5ag,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000k5ag&format=geojson,,,,,reviewed,0,326,us,7000k5ag,",us7000k5ag,",",us,",",origin,phase-data,",20.0,27.924,0.5,69.0,mb,earthquake,M 4.6 - southern East Pacific Rise
4.5,"49 km NNE of Yaguaraparo, Venezuela",1684974911938,1690668035040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000k3mi,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000k3mi&format=geojson,5.0,3.8,,,reviewed,0,313,us,7000k3mi,",us7000k3mi,",",us,",",dyfi,origin,phase-data,",71.0,1.493,0.76,84.0,mb,earthquake,"M 4.5 - 49 km NNE of Yaguaraparo, Venezuela"
4.6,"22 km W of Urakawa, Japan",1684973731584,1690668035040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000k3mh,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000k3mh&format=geojson,,,,,reviewed,0,326,us,7000k3mh,",us7000k3mh,",",us,",",origin,phase-data,",118.0,0.487,0.48,86.0,mb,earthquake,"M 4.6 - 22 km W of Urakawa, Japan"
4.6,"126 km WNW of Ternate, Indonesia",1684973307420,1690668035040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000k3n0,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000k3n0&format=geojson,,,,,reviewed,0,326,us,7000k3n0,",us7000k3n0,",",us,",",origin,phase-data,",57.0,1.123,0.47,82.0,mb,earthquake,"M 4.6 - 126 km WNW of Ternate, Indonesia"
4.5,"44 km ESE of Lapi, Philippines",1684972540030,1690668035040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000k3m8,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000k3m8&format=geojson,,,,,reviewed,0,312,us,7000k3m8,",us7000k3m8,",",us,",",origin,phase-data,",52.0,5.359,0.53,126.0,mb,earthquake,"M 4.5 - 44 km ESE of Lapi, Philippines"
4.5,southeast Indian Ridge,1684970601038,1690668047040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000k580,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000k580&format=geojson,,,,,reviewed,0,312,us,7000k580,",us7000k580,",",us,",",origin,phase-data,",13.0,27.829,0.44,88.0,mb,earthquake,M 4.5 - southeast Indian Ridge
4.9,southeast of the Loyalty Islands,1684967002384,1690668035040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000k3lu,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000k3lu&format=geojson,1.0,3.6,,,reviewed,0,370,us,7000k3lu,",us7000k3lu,",",us,",",dyfi,origin,phase-data,",59.0,3.414,0.45,95.0,mb,earthquake,M 4.9 - southeast of the Loyalty Islands
4.6,"58 km SSW of Jimbaran, Indonesia",1684958244621,1690668035040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000k3l5,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000k3l5&format=geojson,4.0,4.2,,,reviewed,0,327,us,7000k3l5,",us7000k3l5,",",us,",",dyfi,origin,phase-data,",54.0,1.13,1.17,49.0,mb,earthquake,"M 4.6 - 58 km SSW of Jimbaran, Indonesia"
4.5,"95 km S of Burica, Panama",1684953806653,1690668035040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000k3kr,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000k3kr&format=geojson,,,,,reviewed,0,312,us,7000k3kr,",us7000k3kr,",",us,",",origin,phase-data,",50.0,1.36,0.95,77.0,mb,earthquake,"M 4.5 - 95 km S of Burica, Panama"
4.5,"22 km N of Vilcanchos, Peru",1684953518214,1690668035040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000k3kn,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000k3kn&format=geojson,,,,,reviewed,0,312,us,7000k3kn,",us7000k3kn,",",us,",",origin,phase-data,",40.0,2.654,0.96,80.0,mb,earthquake,"M 4.5 - 22 km N of Vilcanchos, Peru"
6.2,Banda Sea,1684943374402,1690668034040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000k3h5,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000k3h5&format=geojson,27.0,3.9,4.302,green,reviewed,0,602,us,7000k3h5,",us7000k3h5,usauto7000k3h5,at00rv66mm,pt23144000,",",us,usauto,at,pt,",",dyfi,ground-failure,internal-moment-tensor,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",289.0,2.439,0.59,23.0,mww,earthquake,M 6.2 - Banda Sea
4.6,"78 km WNW of Candelaria, Argentina",1684941469137,1690668034040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000k3gx,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000k3gx&format=geojson,1.0,1.0,,,reviewed,0,326,us,7000k3gx,",us7000k3gx,",",us,",",dyfi,origin,phase-data,",64.0,1.399,0.84,35.0,mb,earthquake,"M 4.6 - 78 km WNW of Candelaria, Argentina"
5.0,"107 km ESE of Kokopo, Papua New Guinea",1684934107458,1690668034040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000k3ga,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000k3ga&format=geojson,,,,,reviewed,0,385,us,7000k3ga,",us7000k3ga,",",us,",",origin,phase-data,",164.0,1.124,0.5,80.0,mww,earthquake,"M 5.0 - 107 km ESE of Kokopo, Papua New Guinea"
5.5,Pacific-Antarctic Ridge,1684924399580,1690668034040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000k3fh,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000k3fh&format=geojson,,,0.0,green,reviewed,0,465,us,7000k3fh,",usauto7000k3fh,us7000k3fh,",",usauto,us,",",internal-moment-tensor,losspager,moment-tensor,origin,phase-data,shakemap,",63.0,27.527,0.51,113.0,mww,earthquake,M 5.5 - Pacific-Antarctic Ridge
4.5,"36 km SSE of Pondaguitan, Philippines",1684918557380,1690668034040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000k3f2,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000k3f2&format=geojson,,,,,reviewed,0,312,us,7000k3f2,",us7000k3f2,",",us,",",origin,phase-data,",88.0,1.248,0.78,92.0,mb,earthquake,"M 4.5 - 36 km SSE of Pondaguitan, Philippines"
4.5,Kermadec Islands region,1684912698437,1690668047040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000k57d,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000k57d&format=geojson,,,,,reviewed,0,312,us,7000k57d,",us7000k57d,",",us,",",origin,phase-data,",13.0,2.687,0.6,159.0,mb,earthquake,M 4.5 - Kermadec Islands region
4.8,Southwest Indian Ridge,1684892905957,1705607983906,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000k3ds,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000k3ds&format=geojson,,,,,reviewed,0,354,us,7000k3ds,",us7000k3ds,",",us,",",earthquake-name,origin,phase-data,",37.0,19.496,0.57,59.0,mb,earthquake,M 4.8 - Southwest Indian Ridge
4.5,"75 km WNW of Kirakira, Solomon Islands",1684890479733,1690668046040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000k576,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000k576&format=geojson,,,,,reviewed,0,312,us,7000k576,",us7000k576,",",us,",",origin,phase-data,",20.0,10.707,0.47,138.0,mb,earthquake,"M 4.5 - 75 km WNW of Kirakira, Solomon Islands"
5.2,"47 km SSW of Maitum, Philippines",1684889047040,1690668032040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000k3d7,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000k3d7&format=geojson,5.0,4.3,,,reviewed,0,418,us,7000k3d7,",us7000k3d7,",",us,",",dyfi,origin,phase-data,",162.0,1.903,1.05,56.0,mww,earthquake,"M 5.2 - 47 km SSW of Maitum, Philippines"
4.8,south of the Fiji Islands,1684885696403,1690668032040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000k3cw,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000k3cw&format=geojson,,,,,reviewed,0,354,us,7000k3cw,",us7000k3cw,",",us,",",origin,phase-data,",153.0,5.077,0.72,79.0,mb,earthquake,M 4.8 - south of the Fiji Islands
4.5,South Sandwich Islands region,1684883274584,1690668046040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000k50f,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000k50f&format=geojson,,,,,reviewed,0,312,us,7000k50f,",us7000k50f,",",us,",",origin,phase-data,",24.0,6.992,0.81,114.0,mb,earthquake,M 4.5 - South Sandwich Islands region
4.5,"52 km NNW of Labasa, Fiji",1684878415901,1690668046040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000k50d,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000k50d&format=geojson,,,,,reviewed,0,312,us,7000k50d,",us7000k50d,",",us,",",origin,phase-data,",11.0,2.006,0.36,122.0,mb,earthquake,"M 4.5 - 52 km NNW of Labasa, Fiji"
4.5,southern Mid-Atlantic Ridge,1684875335893,1690668046040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000k50g,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000k50g&format=geojson,,,,,reviewed,0,312,us,7000k50g,",us7000k50g,",",us,",",origin,phase-data,",29.0,6.729,0.62,56.0,mb,earthquake,M 4.5 - southern Mid-Atlantic Ridge
4.5,southeast of the Loyalty Islands,1684868032064,1690668046040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000k507,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000k507&format=geojson,,,,,reviewed,0,312,us,7000k507,",us7000k507,",",us,",",origin,phase-data,",30.0,2.95,0.5,126.0,mb,earthquake,M 4.5 - southeast of the Loyalty Islands
4.7,"33 km SW of Tambilil, Philippines",1684866184019,1690668031040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000k3b3,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000k3b3&format=geojson,1.0,2.0,,,reviewed,0,340,us,7000k3b3,",us7000k3b3,",",us,",",dyfi,origin,phase-data,",92.0,1.719,0.73,76.0,mb,earthquake,"M 4.7 - 33 km SW of Tambilil, Philippines"
4.6,southeast of the Loyalty Islands,1684864082152,1690668046040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000k503,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000k503&format=geojson,,,,,reviewed,0,326,us,7000k503,",us7000k503,",",us,",",origin,phase-data,",15.0,3.341,0.63,163.0,mb,earthquake,M 4.6 - southeast of the Loyalty Islands
4.5,"24 km NE of Singaraja, Indonesia",1684863707893,1690668045040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000k501,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000k501&format=geojson,,,,,reviewed,0,312,us,7000k501,",us7000k501,",",us,",",origin,phase-data,",28.0,1.185,0.49,57.0,mb,earthquake,"M 4.5 - 24 km NE of Singaraja, Indonesia"
4.5,"167 km WSW of Abepura, Indonesia",1684863595845,1690668046040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000k50b,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000k50b&format=geojson,,,,,reviewed,0,312,us,7000k50b,",us7000k50b,",",us,",",origin,phase-data,",42.0,1.597,0.73,56.0,mb,earthquake,"M 4.5 - 167 km WSW of Abepura, Indonesia"
4.5,southeast of the Loyalty Islands,1684861992567,1690668046040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000k50e,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000k50e&format=geojson,,,,,reviewed,0,312,us,7000k50e,",us7000k50e,",",us,",",origin,phase-data,",17.0,3.163,0.91,182.0,mb,earthquake,M 4.5 - southeast of the Loyalty Islands
4.5,"20 km SSW of Tambilil, Philippines",1684861916060,1690668031040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000k3aq,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000k3aq&format=geojson,1.0,2.0,,,reviewed,0,312,us,7000k3aq,",us7000k3aq,",",us,",",dyfi,origin,phase-data,",100.0,1.604,0.61,43.0,mb,earthquake,"M 4.5 - 20 km SSW of Tambilil, Philippines"
4.9,"26 km SSW of Tambilil, Philippines",1684861441252,1690668031040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000k3an,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000k3an&format=geojson,3.0,2.5,,,reviewed,0,370,us,7000k3an,",us7000k3an,",",us,",",dyfi,origin,phase-data,",168.0,1.662,0.66,64.0,mb,earthquake,"M 4.9 - 26 km SSW of Tambilil, Philippines"
4.6,South Sandwich Islands region,1684858720498,1690668033040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000k3em,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000k3em&format=geojson,,,,,reviewed,0,326,us,7000k3em,",us7000k3em,",",us,",",origin,phase-data,",25.0,8.404,0.78,208.0,mb,earthquake,M 4.6 - South Sandwich Islands region
4.5,"51 km WSW of Kuqa, China",1684855082228,1690668031040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000k39g,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000k39g&format=geojson,,,,,reviewed,0,312,us,7000k39g,",us7000k39g,",",us,",",origin,phase-data,",48.0,2.375,0.48,51.0,mb,earthquake,"M 4.5 - 51 km WSW of Kuqa, China"
5.1,"204 km NW of Tobelo, Indonesia",1684854295574,1690668031040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000k39d,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000k39d&format=geojson,,,,,reviewed,0,400,us,7000k39d,",us7000k39d,",",us,",",origin,phase-data,",110.0,2.373,0.74,40.0,mb,earthquake,"M 5.1 - 204 km NW of Tobelo, Indonesia"
4.7,"45 km W of Kuqa, China",1684852975482,1690668031040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000k398,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000k398&format=geojson,,,,,reviewed,0,340,us,7000k398,",us7000k398,",",us,",",origin,phase-data,",83.0,2.448,0.73,44.0,mb,earthquake,"M 4.7 - 45 km W of Kuqa, China"
4.8,"289 km ESE of Tadine, New Caledonia",1684847202138,1690668031040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000k38w,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000k38w&format=geojson,,,,,reviewed,0,354,us,7000k38w,",us7000k38w,",",us,",",origin,phase-data,",46.0,2.664,0.62,117.0,mb,earthquake,"M 4.8 - 289 km ESE of Tadine, New Caledonia"
5.0,"93 km WNW of Rabaul, Papua New Guinea",1684846837492,1690668031040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000k38v,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000k38v&format=geojson,,,,,reviewed,0,385,us,7000k38v,",us7000k38v,",",us,",",origin,phase-data,",79.0,0.834,0.78,74.0,mb,earthquake,"M 5.0 - 93 km WNW of Rabaul, Papua New Guinea"
4.5,"51 km W of Talcahuano, Chile",1684844972408,1690668031040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000k38s,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000k38s&format=geojson,,,,,reviewed,0,312,us,7000k38s,",us7000k38s,",",us,",",moment-tensor,origin,phase-data,",63.0,0.397,0.37,146.0,mwr,earthquake,"M 4.5 - 51 km W of Talcahuano, Chile"
4.5,"236 km SSW of Trenggalek, Indonesia",1684842803060,1690668045040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000k4zn,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000k4zn&format=geojson,,,,,reviewed,0,312,us,7000k4zn,",us7000k4zn,",",us,",",origin,phase-data,",47.0,3.107,0.65,110.0,mb,earthquake,"M 4.5 - 236 km SSW of Trenggalek, Indonesia"
4.9,southeast of the Loyalty Islands,1684842594754,1690668031040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000k38m,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000k38m&format=geojson,,,,,reviewed,0,369,us,7000k38m,",us7000k38m,",",us,",",origin,phase-data,",41.0,3.167,0.54,109.0,mb,earthquake,M 4.9 - southeast of the Loyalty Islands
